0.0	425.0	0.0	0.0	0.0	47.12858999800249	0.0
0.1	424.97386962985246	4.71276337801214	0.0	-0.5226019405110263	47.125692380352675	0.0
0.2	424.89548173257083	9.424947244252616	0.0	-1.0451396184739534	47.116999883713774	0.0
0.3	424.76484594724303	14.135972158210413	0.0	-1.5675487792428608	47.1025135769734	0.0
0.4	424.5819783376985	18.84525882188706	0.0	-2.0897651839752167	47.08223524146488	0.0
0.5	424.3469013905328	23.55222815103098	0.0	-2.6117246175311366	47.056167370748184	0.0
0.6	424.05964401234286	28.256301346345587	0.0	-3.133362896369739	47.02431317030335	0.0
0.7	423.7202415261721	32.956899964662284	0.0	-3.6546158764416075	46.98667655713625	0.0
0.8	423.3287356671669	37.65344599006977	0.0	-4.1754194610763955	46.94326215929692	0.0
0.9	422.8851745774446	42.345361904990675	0.0	-4.695709608864607	46.89407531531055	0.0
1.0	422.3896128001737	47.03207076119708	0.0	-5.2154223415325855	46.83912207352089	0.0
1.1	421.8421112728668	51.71299625075583	0.0	-5.7344937518097385	46.77840919134661	0.0
1.2	421.24273731988706	56.38756277689527	0.0	-6.25286001128702	46.71194413445026	0.0
1.3	420.59156464416964	61.05519552478451	0.0	-6.770457378265736	46.6397350758203	0.0
1.4	419.88867331815896	65.71532053221641	0.0	-7.287222205595657	46.56179089476606	0.0
1.5	419.13414977396206	70.36736476018588	0.0	-7.803090948501536	46.478121175825855	0.0
1.6	418.32808679272034	75.01075616335461	0.0	-8.318000172397017	46.38873620758839	0.0
1.7	417.4705834932008	79.6449237603935	0.0	-8.83188656068501	46.293646981427635	0.0
1.8	416.5617453196075	84.26929770419439	0.0	-9.344686922543522	46.19286519015122	0.0
1.9	415.6016840286152	88.88330935194223	0.0	-9.856338200696072	46.08640322656256	0.0
2.0	414.5905176756274	93.48639133503929	0.0	-10.366777479165656	45.974274181936984	0.0
2.1	413.52837060025905	98.07797762887247	0.0	-10.875941991011313	45.85649184441187	0.0
2.2	412.415373411047	102.65750362241558	0.0	-11.383769126046406	45.73307069729125	0.0
2.3	411.25166296938966	107.22440618765754	0.0	-11.890196438537627	45.60402591726464	0.0
2.4	410.037382372717	111.77812374884844	0.0	-12.395161654883728	45.469373372541035	0.0
2.5	408.7726809368949	116.31809635155463	0.0	-12.89860268127315	45.32912962089746	0.0
2.6	407.45771417786386	120.84376573151442	0.0	-13.400457611319498	45.1833119076429	0.0
2.7	406.0926437925157	125.35457538328599	0.0	-13.90066473367396	45.031938163497784	0.0
2.8	404.67763763881015	129.84997062867896	0.0	-14.399162539613819	44.87502700238898	0.0
2.9	403.21286971513405	134.32939868496132	0.0	-14.895889730605942	44.712597719160904	0.0
3.0	401.6985201389052	138.79230873283328	0.0	-15.39078522584452	44.54467028720292	0.0
3.1	400.13477512442364	143.23815198415977	0.0	-15.883788169761935	44.371265355993195	0.0
3.2	398.52182695997374	147.6663817494527	0.0	-16.374837939512037	44.19240424855944	0.0
3.3	396.8598739841788	152.076453505096	0.0	-16.86387415242471	44.008108958857036	0.0
3.4	395.14912056161205	156.46782496030355	0.0	-17.350836673430965	43.81840214906431	0.0
3.5	393.3897770576667	160.83995612380284	0.0	-17.835665622457537	43.62330714679585	0.0
3.6	391.58205981268753	165.19230937023602	0.0	-18.318301381790178	43.42284794223402	0.0
3.7	389.7261911153687	169.5243495062698	0.0	-18.798684603404656	43.21704918517889	0.0
3.8	387.8223991754191	173.8355438364063	0.0	-19.276756216264587	43.00593618201711	0.0
3.9	385.8709180955004	178.12536222848678	0.0	-19.752457433585224	42.78953489261005	0.0
4.0	383.8719878424398	182.3932771788803	0.0	-20.22572976006226	42.56787192710155	0.0
4.1	381.8258542177227	186.638763877349	0.0	-20.69651499906484	42.340974542645704	0.0
4.2	379.7327688272663	190.86130027158208	0.0	-21.16475525979179	42.10887064005524	0.0
4.3	377.5929890504811	195.060367131391	0.0	-21.630392964390264	41.87158876037043	0.0
4.4	375.4067780086213	199.23544811255726	0.0	-22.09337085503595	41.629158081349644	0.0
4.5	373.1744045324297	203.38602982032555	0.0	-22.55363200097381	41.381608413881246	0.0
4.6	370.8961431290808	207.51160187253404	0.0	-23.011119805518717	41.12897019831798	0.0
4.7	368.5722739484247	211.61165696237438	0.0	-23.46577801301493	40.87127450073368	0.0
4.8	366.2030827485387	215.68569092077357	0.0	-23.91755071575373	40.608553009103204	0.0
4.9	363.7888608605879	219.73320277838968	0.0	-24.366382360848128	40.34083802940577	0.0
5.0	361.32990515300156	223.75369482721436	0.0	-24.81221775706407	40.06816248165244	0.0
5.1	358.8265179949677	227.74667268177436	0.0	-25.255002081607103	39.790559895837966	0.0
5.2	356.2790072192515	231.71164533992416	0.0	-25.694680886863726	39.50806440781773	0.0
5.3	353.68768608434306	235.64812524322303	0.0	-26.13120010709668	39.220710755110105	0.0
5.4	351.0528732359358	239.55562833688833	0.0	-26.564506065093177	38.92853427262491	0.0
5.5	348.37489266774446	243.4336741293178	0.0	-26.994545478765453	38.63157088831821	0.0
5.6	345.65407368166376	247.28178575117414	0.0	-27.421265467702636	38.32985711877457	0.0
5.7	342.89075084727585	251.09949001402381	0.0	-27.84461355967327	38.02343006471649	0.0
5.8	340.0852639607091	254.88631746852363	0.0	-28.26453769707771	37.712327406442384	0.0
5.9	337.2379580028542	258.64180246214687	0.0	-28.680986243349366	37.39658739919304	0.0
6.0	334.34918309694336	262.3654831964431	0.0	-29.09390798930432	37.0762488684474	0.0
6.1	331.41929446549636	266.0569017838239	0.0	-29.503252159438336	36.75135120514845	0.0
6.2	328.4486523866399	269.71560430386745	0.0	-29.90896841817057	36.42193436085926	0.0
6.3	325.4376221498058	273.341140859136	0.0	-30.311006876033083	36.088038842850324	0.0
6.4	322.38657401081207	276.9330656304974	0.0	-30.709318095805628	35.749705709118466	0.0
6.5	319.2958831463338	280.4909369319466	0.0	-31.103853098594758	35.40697656333806	0.0
6.6	316.1659296077689	284.0143172649176	0.0	-31.494563369856543	35.059893549744984	0.0
6.7	312.9970982745045	287.50277337208155	0.0	-31.881400865362277	34.708499347954536	0.0
6.8	309.78977880658937	290.95587629062226	0.0	-32.264318017106255	34.35283716771295	0.0
6.9	306.54436559681864	294.37320140498457	0.0	-32.64326773915506	33.992950743584174	0.0
7.0	303.2612577222366	297.75432849908776	0.0	-33.01820343343752	33.62888432957187	0.0
7.1	299.9408588950636	301.0988418079979	0.0	-33.38907899547472	33.260682693677644	0.0
7.2	296.58357741305275	304.40633006905296	0.0	-33.75584882004931	32.88839111239603	0.0
7.3	293.1898261092826	307.67638657243407	0.0	-34.11846780681332	32.51205536514694	0.0
7.4	289.76002230139284	310.90860921117735	0.0	-34.476891365834064	32.13172172864637	0.0
7.5	286.29458774026784	314.1026005306195	0.0	-34.831075423077124	31.747436971215798	0.0
7.6	282.7939485581752	317.2579677772711	0.0	-35.18097642582607	31.35924834703117	0.0
7.7	279.2585352163659	320.37432294711226	0.0	-35.52655134803781	30.967203590312305	0.0
7.8	275.6887824521415	323.4512828333038	0.0	-35.867757695633465	30.571350909453056	0.0
7.9	272.0851292253963	326.48846907330915	0.0	-36.204553511723596	30.171738981093302	0.0
8.0	268.4480186646396	329.4855081954193	0.0	-36.53689738176757	29.76841694413327	0.0
8.1	264.7778980125056	332.4420316646784	0.0	-36.864748438666	29.36143439369114	0.0
8.2	261.0752185707576	335.3576759282	0.0	-37.18806636778618	28.950841375004373	0.0
8.3	257.340435644793	338.23208245987246	0.0	-37.50681141191925	28.536688377275834	0.0
8.4	253.57400848765556	341.0648978044452	0.0	-37.8209443761691	28.119026327465342	0.0
8.5	249.77640024356265	343.8557736209918	0.0	-38.13042663277187	27.697906584027194	0.0
8.6	245.94807789095404	346.60436672574406	0.0	-38.43522012584596	27.2733809305949	0.0
8.7	242.08951218506908	349.3103391342922	0.0	-38.73528737607155	26.845501569613386	0.0
8.8	238.20117760005948	351.9733581031452	0.0	-39.030591485299226	26.414321115919876	0.0
8.9	234.28355227064466	354.5930961706471	0.0	-39.3210961410873	25.97989259027399	0.0
